0x0610418E "b"
0x83350090 "special_tricks_menu_add_type"
0x8BF5AA3D "extra_trick_string"
0x90C56FD0 "special_tricks_menu_create_menu_3"
0x933559DF "key_combo_index"
0xAD55866E "is_trick_locked"
0xB24511D9 "scrolling_parent"
0xD8A565A6 "special_trick_types"
0x1FF6578E "special_tricks_menu_select_key_combo"
0x20A63739 "edit_tricks_menu_lip_key_combos"
0x25667CFC "BlendOk"
0x4A865CDD "key_combo_short_highlight_bar_scale"
0x72F644E1 "tricks_viewable"
0x75B682DC "edit_tricks_sub_menu_exit"
0x88E6E66A "cat_active"
0x9BC6CDB0 "add_options_menu_sign_element"
0x9CC68CFC "create_special_tricks_menu"
0xA08604FB "edit_tricks_menu_assign_current_menu_alias"
0xB526EB20 "has_active_goals"
0xC7061598 "special_tricks_current_mapping"
0xF2264AB4 "edit_tricks_menu_1_index"
0x15B7629E "new_key_combo"
0x28C7DF1E "trick_is_locked"
0x6DC7EC35 "special_trickname"
0x8FA793AB "edit_tricks_menu_goto_trick_list"
0xC7871CCD "edit_tricks_menu_bind_trick"
0xD757AFA7 "key_combo_highlight_bar_scale"
0x16886AB5 "isCat"
0x16181136 "special_tricks_menu_key_combo_up_arrow"
0x9D989A32 "add_cats"
0xD55851D0 "edit_tricks_sub_menu_add_key_combo"
0x0C99C1C7 "special_trickslot"
0x3B5905B4 "GetTrickDisplayText"
0x4BC9D380 "edit_tricks_menu_can_edit"
0x53891C2B "special_tricks_menu_unfocus"
0x73706563 "ial_tricks_menu_unfocus"
0x72B90EE9 "trick_name_string"
0xEED95D7D "createdtrick"
0x320A1FA0 "edit_tricks_menu_hide_on_unfocus"
0x5C4AC048 "vertical_bar_id"
0x654A34E6 "edit_tricks_menu_3"
0x97FA73F6 "edit_tricks_menu_back_from_trick_list"
0xC56AD43E "flip_tricks"
0xF37A3391 "edit_tricks_menu_2"
0x30ABBC36 "special_trickname_string"
0x492B3A08 "edit_tricks_menu_1"
0x3A086564 "it_tricks_menu_1"
0x4C6B8822 "special_tricks_temp_trick_highlight_bar"
0x58DB87C3 "short_highlight_bar_pos"
0x5D0B5F32 "ConfigurableCats"
0x62CBF952 "from_ss_menu"
0x669B923D "trick_type"
0xAE0B07D6 "careerCam"
0xCCFBDBCE "edit_tricks_menu_show_on_focus"
0xD11BC542 "tricks_editable"
0xE25BFE7B "trick_display_text"
0x25BC26FE "key_combo_array"
0x64BC5B74 "edit_tricks_menu_down_arrow"
0x6F3CA285 "edit_tricks_menu_2_index"
0x80FC09C7 "double_tap_info"
0x8D1C2785 "short_highlight_bar_scale"
0x9C2CE829 "create_edit_tricks_sub_menu"
0xA9DC2478 "GetConfigurableTricksFromType"
0xB2ACF7CE "hold_menu"
0xB4FC8168 "GrindTrick"
0xD49C5A6F "edit_tricks_menu_flip_key_combos"
0xDACC89B8 "edit_tricks_menu_vertical_bar"
0xF4FC5E5B "special_trickname_checksum"
0x184D3F52 "highlight_script"
0x542D3F06 "launch_load_cat_sequence2"
0x984DCE48 "special_trick_grind_key_combos"
0x9D5D1F9F "edit_tricks_menu_key_combo_focus"
0xE90DCE0F "no_grad_bar"
0x01CE5C63 "GetSpecialTrickInfo"
0x10DEE2B1 "special_trickslot_text"
0x190EDE3C "key_combo_highlight_bar"
0x42DE4B11 "special_tricks_menu_add_special_to_mapping"
0x788E9B29 "edit_tricks_menu_unfocus"
0x90AECE6B "trick_highlight_bar_scale"
0xA00E2A53 "special_trick_air_key_combos"
0xBB3EB380 "special_tricks_menu_focus"
0xC3DE743A "no_arrows"
0xDE8EA8C1 "edit_tricks_menu_grab_key_combos"
0x08AFDA21 "special_trick_manual_key_combos"
0x080FCE8E "grad_bar"
0x120FEA85 "special_tricks_menu_second_vertical_bar"
0x24EFB80E "lip_tricks"
0xBBFFB9FD "special_tricks_menu_create_current_mapping_lis"
0xDF3F1641 "special_tricks_menu_add_type_category"
0xEBFFCBC4 "create_your_options_menu"
0xFAEF92DB "current_index"
0x9BE0B7A0 "Obj_ResetNoSuspendCount"
0xCD013894 "set_restart_not_focusable"
0x9BA35E56 "spacing"
0xC013F2BB "focus_stats_display"
0x03B4172F "helpers"
0x08F455B5 "MemHeapExists"
0xA1C4E1C3 "select_pro_menu_choose"
0x2545790A "stats_block"
0x7F568B9F "GetSkaterModelIsSwapped"
0xF5A6F0E8 "remove_all_anim_subsets"
0x05286013 "RefreshSwappedSkaterData"
0x8558528C "stat_bg"
0xA1D82D9A "obj_1"
0x1B892403 "obj_2"
0xA8894A2D "additional_unfocus_script"
0xBE59ECB3 "unfocus_stats_display"
0x1DEA8FCB "skater_swapped"
0x343A8942 "SwapObjectModels"
0x38EA9A89 "create_debug_options_menu"
0xA4CAA14C "generic_menu_animate_out"
0xE1DAE4E0 "item"
0xAD3CEDE5 "teammate_pro_appearance_name"
0x26CD6026 "additional_focus_script"
0x48BD1C72 "BO_Goal_Gaps7"
0xCD0D664E "set_pro_skater_title"
0x18AEF68A "SetSwappedSkaterName"
0x621EF0B8 "swappable_pro_name"
0x39AFAF9C "dont_end_chapter"
0xD23F2D50 "TeammatePro"
0x1D9059C5 "particle_warn_text"
0x36000140 "mlight_anchor"
0x3C607907 "RefreshGeomStatsDisplay"
0x3ED077F6 "secondary_subset_time"
0x4920D7C9 "DrawActiveLights"
0x4BE0CF77 "menu_light_geom"
0x507073C2 "light_type"
0x55306433 "geom_stats_wibbleUV"
0x5560DCBC "launch_toggle_fps"
0x7740E8E5 "anim_times_anchor"
0x788088D8 "geom_stats_occluded_leaf"
0x9CD0DB58 "menu_set_premade_skater"
0xA910043A "particle_times_render_text"
0xDC10716C "alight_text"
0xEA40C599 "anim_times_subset_text"
0xF38006E2 "min_anim_boned_frame_pcnt_2"
0x0FC1C7C3 "ToggleAnimTimes"
0x1C71FEFB "max_particle_render_frame_pcnt"
0x3EB14ACE "particle_times_break_text"
0x49D10F7B "min_anim_boned_frame_pcnt_1"
0x74A1E3DC "menu_view_cutscene_heads"
0x841119CF "new_particle_times_num_text"
0xB3A1CC30 "min_particle_sys_count"
0xD151826A "defrag"
0x0AC2728F "anim_times_boned_text"
0x13726EF6 "new_particle_times_text"
0x1362000F "primary_boned_time"
0x1B826B66 "mlight_text"
0x3142439B "test3"
0x6F32A3C2 "RefreshAnimTimesDisplay"
0x7722B867 "min_anim_channel_frame_pcnt_1"
0xA77244EC "test2"
0xD5E22217 "geom_stats_inactive"
0xF1B215F2 "geom_stats_occluded_object"
0x1D234D75 "test1"
0x2523B494 "menu_anim_times"
0x26A359CF "RefreshParticleTimesDisplay"
0x28D3B927 "anim_times_subset_text_2"
0x33933266 "max_new_particle_num_count"
0x82833313 "gstat"
0xA863E218 "secondary_boned_time"
0xCD73B1FE "min_anim_channel_frame_pcnt_2"
0xDA635C0A "geom_stats_sorted"
0xE8333E0A "geom_stats_camera_sphere"
0xEF23B713 "geom_stats_colored"
0xF80309A4 "geom_stats_total"
0x3EF4E401 "anim_times_channel_text_2"
0x7FD4717A "anim_times_boned_text_2"
0xA9340714 "max_particle_process_frame_pcnt"
0xBAE46114 "particle_times_total_text"
0xC2642861 "geom_stats_sendcontext"
0xC9C4F35B "max_new_particle_sys_count"
0xEB54C16A "min_new_particle_process_frame_pcnt"
0x1485EFE1 "new_particle_times_render_text"
0x20A58C24 "create_set_premade_skater_menu"
0x42656088 "framerate_warning"
0xAE055724 "set_premade_skater_vmenu"
0xCA75E2E5 "particle_warn_anchor"
0xD0F53A51 "GetCurrentGeomStats"
0xE4E5E5C6 "launch_toggle_geom_stats"
0x10665E7A "glight_anchor"
0x1E7611B4 "max_new_particle_render_frame_pcnt"
0x2126322E "menu_light_active"
0x28862E9C "test7"
0x2F060B4D "fps_text"
0x3D067632 "menu_fps"
0x49F60D0D "min_particle_num_count"
0x4A66A7EB "exit_test_menu"
0x54067BE1 "geom_stats_boxcheck_culled"
0x87E6E384 "max_anim_boned_frame_pcnt_2"
0x968620B9 "launch_toggle_particle_times"
0xBEB629EB "test6"
0xF5060E0C "ToggleParticleTimes"
0xF8763266 "particle_times_num_text"
0x04E72072 "test5"
0x16B74C79 "show_defrag_anim_cache"
0x3477D83B "min_particle_process_frame_pcnt"
0x3DB7EA1D "max_anim_boned_frame_pcnt_1"
0x46F76DCB "geom_stats_clipcull"
0x7997F986 "root_id"
0x7D879475 "geom_stats_wibbleVC"
0x92D72705 "test4"
0x93B74AF0 "anim_times_text"
0xA7E7FC44 "menu_light_model"
0xC7674F69 "framerate_value"
0xE627629B "RefreshFPSDisplay"
0xFBC7D127 "anim_times_total_text_2"
0x0FC8D7AA "fps"
0x12982496 "primary_channel_time"
0x15C812E6 "secondary_channel_time"
0x2018CE53 "max_anim_subset_frame_pcnt_1"
0x27E86535 "new_particle_times_anchor"
0x38B8A550 "anim_times_total_text"
0x3B58D3AA "primary_subset_time"
0x6348C004 "min_anim_subset_frame_pcnt_1"
0x6E884951 "ModifyLightCountDisplay"
0xC458E09D "new_particle_times_process_text"
0xD3B87C3A "particle_render_frame_pcnt"
0x0E096457 "launch_toggle_lights"
0x41691D1F "particle_process_frame_pcnt"
0x87993C03 "set_premade_skater_menu"
0x9A49C7CA "max_anim_subset_frame_pcnt_2"
0xAC59DD25 "ToggleDrawEmitDir"
0xB4E94172 "geom_stats_billboard"
0xBD09A431 "geom_stats_skeletal"
0xCDB9BBDA "alight_anchor"
0xCFC91A4C "max_particle_num_count"
0xD919C99D "min_anim_subset_frame_pcnt_2"
0xDA698ED0 "cutscene_heads"
0x137AAEB8 "min_new_particle_sys_count"
0x14DA169E "new_particle_times_break_text"
0x24EA54B9 "menu_emit"
0x387A90E3 "set_premade_skater_title"
0x461AF5B8 "menu_particle_times"
0x6CAA6945 "geom_stats_new_particle_systems"
0x82BA46FA "max_new_particle_process_frame_pcnt"
0x877A4955 "particle_times_text"
0x9FDAC484 "glight_text"
0xCEBA5E4F "menu_levellights"
0x206BC14B "min_particle_render_frame_pcnt"
0x2B4B892F "geom_stats_minimal_leaf"
0x4B892F67 "eom_stats_minimal_leaf"
0x30DBCF90 "cheats_menu_change_classic_points"
0x3BBB3814 "geom_stats_text"
0x9D5BF07F "particle_times_sys_text"
0xB1BB2BF7 "launch_toggle_emit_dir"
0xF76C6175 "nch_toggle_emit_dir"
0xB6FB4850 "UpdateAnimCache"
0xB99B910C "test8"
0xD1CB29E3 "geom_stats_occludecheck"
0xDF8B51C5 "launch_toggle_anim_times"
0x063C2981 "geom_stats_culled"
0x07CC7F5B "GetCurrentParticleTimes"
0x0D3C3A88 "max_anim_channel_frame_pcnt_1"
0x102C0A56 "GetCurrentAnimTimes"
0x175C29D6 "_"
0x1B1C2CE9 "geom_stats_leaf"
0x2C8C932E "particle_times_anchor"
0x347C3E0B "geom_stats_boxcheck"
0x3C1CFB3F "geom_stats_old_particle_prims"
0x5FDC54D2 "fast_sys"
0x607CEB28 "particle_times_process_text"
0x920C6797 "min_particle_prim_count"
0xADFCCFDA "cheats_menu_refresh_classic_points"
0xE13CDBD6 "new_particle_times_sys_text"
0xFD6CC3F8 "UsePlayerPosForViewerObjPos"
0x1D9DCF7D "occluded_leaf"
0x1E4D0097 "menu_geom_stats"
0x2A0D2CB6 "geom_stats_leaf_culled"
0x2C8DDB29 "DrawEmitLines"
0x6A1DDFD9 "toggled_anim_times_on"
0x6E2D97E1 "new_particle_render_frame_pcnt"
0x6F7D4C55 "appearance"
0x89EDAA43 "geom_stats_envmapped"
0x8D8D683A "geom_stats_old_particle_systems"
0x9F4DA798 "geom_stats_shadow"
0xA9DDD598 "anim_times_p_text"
0xB76D3311 "max_anim_channel_frame_pcnt_2"
0xB83DFD93 "max_particle_prim_count"
0xBCED8E8A "anim_times_break_text"
0xC43D4722 "ToggleDrawLights"
0xE54D16AA "new_particle_process_frame_pcnt"
0xE92D6F85 "min_new_particle_num_count"
0xEB5DC1DE "geom_stats_instance"
0xF8CD7B0E "menu_charlights"
0x118EE28C "min_new_particle_render_frame_pcnt"
0x214ECFBD "instance"
0x359EDB71 "max_particle_sys_count"
0x63AE0A77 "geom_stats_transformed"
0x8FDE72A4 "geom_stats_new_particles"
0x9FCEF607 "FlexParticleWarning"
0xCACEFA91 "set_premade_skater"
0xCFDE808A "geom_stats_anchor"
0xF9AE3E30 "anim_times_channel_text"
0x07AF411E "anim_times_s_text"
0x261F9B92 "particle_times_prims_text"
0x497F684A "DrawGeomLights"
0x519F59D3 "geom_stats_old_particles"
0x766FAAB0 "CreateLightCountDisplay"
0x811F237A "classic_cheat_points"
0x908F3D44 "new_particle_times_total_text"
0x91FF9B3A "DestroyLightCountDisplay"
0x989FFE11 "fps_anchor"
0xA59F4D5E "toggled_particle_times_on"
0xBF0F988F "DrawModelLights"
0xF57F2CD5 "geom_stats_sky"
0xFC8FD72E "menu_defrag_anim"
0x2593B206 "lens_flare_visible_before_pause"
0x3005741C "TantrumMessageShow"
0x25A63919 "no_angle"
0x1A17E38A "TantrumMessageHide"
0xCBC71E9D "orig_rot"
0x7C183D65 "SK6_Menu_Back"
0x9A390846 "do_random_effect_paused_2"
0xCB39F140 "no_zwrite"
0x504A61D5 "unblock_events"
0xFD4A346D "change_gamemode_classic"
0x8F8D3467 "GoalListReminderHide"
0x33EECDE7 "SK6_Menu_Move"
0x3EFED6E5 "block_events"
0x814E1CEC "do_random_effect_paused"
0x41CFCBFC "ped_hint_dialog"
0xA59FA3F1 "GoalListReminderShow"
0x0220578C "guest_color"
0x39D0821A "level_select_get_bracket_status"
0x3ED01217 "hide_classic_icon"
0x7E4024EA "LEVEL_UNLOCKED_NO"
0x7F50C7A0 "flip_h"
0x84201A61 "level_size"
0xA6001B0D "globe_arrow"
0xCCE0570C "piece_size"
0xD1F04F00 "level_select_pad_right"
0xDDD01FC7 "LEVEL_SEEN_PH"
0xDE502BAB "dots"
0xAB646F74 "s"
0xE7309CAA "count_me"
0xEDF0AE1B "bg_color"
0x0EC1BD15 "bracket_size"
0x141196F5 "level_callback_script"
0x2601BC69 "delta"
0x2F613C50 "globe_vel"
0x39A1D70E "y_size"
0x4451B4E0 "LEVEL_UNLOCKED_AP"
0x44819127 "globe_target_dot_num"
0x52F19191 "LEVEL_UNLOCKED_SE2"
0x6BD121AE "globe_dot_highlight_pulse"
0x90A1094E "rot_angle_dir"
0x9A614559 "Theme_GetMenuTitleColor"
0xA031AB6D "dot_to_slice"
0xB7817DE9 "tab_color"
0xDC813751 "draw_globe_arrow"
0xDEA133D9 "classic_mode_max_bracket"
0xDE913AAC "index_array"
0x0FA20465 "headshot"
0x2B828BAC "WDT_logo"
0x828BAC57 "DT_logo"
0x3F222720 "sign_anchor"
0x4E72B982 "goal_remaining_text"
0x6F02947C "sign_berlin"
0x752229A1 "LEVEL_UNLOCKED_BA"
0x9C728BC5 "x_size"
0xA5929794 "level_select_should_use_seen_flags"
0xAAE27719 "sign_secret1"
0xB6D22799 "level_select_update_screen"
0xB9E245C3 "level_select_spin_globe"
0xC6F26A12 "animating"
0xE0D2F416 "level_select_maybe_play_vert_sound"
0xEBB2997A "level_select_cam"
0x20831EF4 "sign_la"
0x23C333D5 "total_dots"
0x292389C4 "corner_tl"
0x341332B8 "LEVEL_UNLOCKED_CA"
0x3D33C4E9 "spinning"
0x5AA37787 "level_corner"
0x6C636025 "stop_animating"
0x8C839997 "level_select_info_panel_fade_in"
0x979354E9 "sign_training"
0x977367E7 "map_circle_mask"
0xBD936C04 "dot_pos"
0xEA9327C0 "first_matching_index"
0xF073C789 "level_select_info_add_highscore"
0x0C0415E6 "dot_name"
0x1DB42DE3 "level_select_sign_pulse_effect"
0x22843280 "LEVEL_BRACKET_UNLOCKED_9"
0x24744CFA "globe_interpolation"
0x336499BE "level_select_calculate_dots"
0x52C4A6B3 "sign_philly"
0x5724F9A5 "found_flag"
0x5EC4341A "level_select_get_info_panel_script"
0x5EC49A88 "level_select_focus_target1"
0x70B4F1C8 "sign_texture"
0x74B46F75 "level_score_total"
0x78A469FF "level_select_info_panel"
0x8304501F "level_select_last_demoflag_processed"
0x892471AF "found"
0x8B74B6B7 "dot_count"
0xB4B435F7 "LEVEL_BRACKET_UNLOCKED_8"
0xC814114D "level_arrow"
0xC8C4A2B5 "level_select_menu_add_bracket"
0xDCF435BB "piece"
0xEBE42D85 "bar_bg_scale"
0xF124BD01 "force_locked"
0xF4D4252B "sign_neworleans"
0x7369676E "_neworleans"
0x0EB53D49 "level_swatch_2"
0x2435B458 "LEVEL_SEEN_LA"
0x3E356E93 "do_pulse"
0x4455526C "map"
0x4445CC02 "right_edge"
0x45952746 "new_pos"
0x56557EAD "left_edge"
0x8EE52D9F "LEVEL_UNLOCKED_ST"
0xAD358F21 "LEVEL_SEEN_BO"
0xB26536FB "level_select_pad_left"
0xB8E52B0E "globe_new_target_x"
0x0E676C6F "be_new_target_x"
0xBCF513F3 "map_width"
0xBE352ADC "map_anchor"
0xD9E57DD8 "last_bracket"
0xE4959311 "level_select_focus_target2"
0x1406B685 "mask_color"
0x3216F664 "use_seen_flags"
0x59E672D0 "GetLevelGapTotals"
0x5EF6BD18 "dot_local_pos"
0x6176ABBD "goal_tab"
0x6CE644A6 "LEVEL_UNLOCKED_BE"
0x9FD69CB1 "GetAbsGlobeDelta"
0xA09626B6 "level_select_last_level_played"
0xA466BF07 "LEVEL_SEEN_DJ"
0xDF564EA2 "level_select_build_creategoals_info_panel"
0xFE9611D8 "corner_bl"
0x17772974 "local"
0x210756A9 "sign_focus"
0x5A8751C2 "slice"
0x5C876DFA "dot"
0x78C78479 "arrow_on"
0xBFF7D48E "level_select_build_online_info_panel"
0xCB276736 "highlight"
0xDED789AD "globe_sliding_anchor"
0xE8571CB2 "dot_index"
0xFE679A77 "pulse_counter"
0x09C88489 "LEVEL_BRACKET_UNLOCKED_5"
0x0C28F870 "show_active_globe_dot"
0x2448DE3B "level_select_classic_goal_flash"
0x4C68D027 "sign_scale"
0x8E786341 "pts_color"
0x9FF883FE "LEVEL_BRACKET_UNLOCKED_4"
0xAA1837C6 "LEVEL_SEEN_BA"
0xE2F85623 "globe_pos"
0xE528F7CA "sign_boston"
0xE7088C47 "sign_width"
0xED3879C2 "level_select_arrow_blink_right"
0x04091B85 "total_score_potential"
0x1C49E042 "goal_count"
0x25A98A67 "LEVEL_BRACKET_UNLOCKED_7"
0x2FD960FA "highscores"
0x3D695EA7 "map_info"
0x4429C400 "current_level_title"
0x625916CF "arrow_position_shift"
0xA7D9B586 "level_select_valid_choice"
0xB3998D10 "LEVEL_BRACKET_UNLOCKED_6"
0xB989AFD0 "level_select_build_signs"
0xCAA90F39 "tab_anchor"
0xEB292CDF "LEVEL_SEEN_CA"
0xF1F99EC6 "level_select_globe_slice"
0xF559E22D "target_spinning_vel"
0xF9E9E8BE "sign_school"
0xFC09E167 "GetDotNameFromNum"
0x05AAE0C4 "CreateIndexArray"
0x0BDA4BF4 "level_select_build_info_panel"
0x2E4AB7FF "sign_unfocus"
0x30FAF510 "GetCareerLevelScore"
0x3DCA9C84 "hmenu_just"
0x7FEA8844 "item_parent"
0x909A9EDC "check_level_dot_valid"
0x965AE07B "LEVEL_SEEN_SC"
0xA17A3A8D "LEVEL_SEEN_NO"
0xB33A0F0A "sign_australia"
0xB80A2972 "hold_vmenu"
0xBF9AE0D1 "level_select_build_info_panel_common_bits"
0xCA1AECD3 "level_select_last_gamemode_processed"
0x11ABD355 "spacer"
0x1A2BA2C0 "old"
0xA2C06F6C "d"
0x336BC58C "add_bracket"
0x337BE374 "level_select_info_add_gaps"
0x447BEAE3 "tiles"
0x5A9BB813 "map_mask"
0x730B1848 "unlocked_with_se2"
0x755B1EA7 "level_select_build_classic_info_panel"
0x9B6BAA87 "LEVEL_SEEN_AP"
0x9DAB1E22 "corner_br"
0x9D7BCA96 "globe_idle_frames"
0xA25B1B5E "position_offset"
0xBAEB076B "SetStartingLevelFlags"
0xCF0B58FA "slice_size"
0xD3FBA4AD "sign_locked"
0xDFBB98EB "new_vmenu"
0xE1BB7A1E "sign_barcelona"
0x00DC32FB "tab_anchor_pos"
0x100CE98E "LEVEL_BRACKET_UNLOCKED_1"
0x20DCA73A "info_panel_script"
0x2A3C442F "globe_piece_size"
0x415CB8A9 "still"
0x4CACADAE "level_select_arrow_twitch_effect"
0x633CBF76 "globe_state"
0x6D4CE46F "highScore"
0x856CD34C "e3_level_select_menu_classic_level_info"
0x8EFC591F "level_bracket"
0xA3EC115E "LEVEL_SEEN_TR"
0xB02C804B "create_gamemode_options_menu"
0xB3DC5AC1 "LEVEL_SEEN_BE"
0xB63CC9FD "this_bracket"
0xBA5C39B0 "level_highlight"
0xC8DCCE84 "sign_skatopia"
0xF6FC12D2 "level_list"
0xFCCC1879 "text1"
0xFC0CEE31 "num_collected_gaps"
0x000DF67A "slice_pos"
0x03AD70BB "level_select_get_bracket_size"
0x16DD29ED "hide_when_locked"
0x3C6DE760 "LEVEL_BRACKET_UNLOCKED_3"
0x519DB87E "beaten_bottom"
0x596D0EFD "do_globe_state_logic"
0x67BDA111 "menu_bar"
0x690D66B8 "IsPAL"
0x75CD9FB8 "globe_target_y"
0xA7CDBFA7 "level_score"
0xA9FD142C "level_swatch"
0xAA5DE017 "LEVEL_BRACKET_UNLOCKED_2"
0xB13DB8C8 "sign_params"
0xDB5D38D7 "beaten_top"
0xDFADDC20 "level_select_item_current_index"
0xE2DDE5EB "build_big_level_select_arrows"
0xE3FD98CF "globe_target_x"
0x016E8160 "sign"
0x0EFE011A "level_select_arrow_blink_left"
0x35CE4487 "level_select_build_highscore_info_panel"
0x3F8E231E "visible_center"
0x4A1E863E "corner_tr"
0x662EB722 "bracket_exists"
0x7D3EDFEB "level_menu"
0x8CBE175B "fade_color"
0x97BE328B "idle_threshold"
0x9CBE7135 "seeking"
0xBA0EAAF8 "sign_created"
0xC04E0634 "sign_airport"
0xD01E12E6 "num_gaps"
0xDA4E0E6C "g_hack_push_topdownheap"
0xED8E6978 "level_select_build_map"
0xFE0E8933 "bracket_flag"
0x149FC0F7 "LEVEL_SEEN_AU"
0x1C5F140C "sign_jam"
0x29CFDE5C "focusable"
0x51DF33F8 "LEVEL_SEEN_ST"
0x539F0DBA "level_select_build_title"
0x604FD225 "level_map_pieces"
0x6E4F5A51 "pop_color"
0x720F9146 "LEVEL_UNLOCKED_BO"
0xA0EFA8CE "level_select_last_dot_count"
0xA26F4E75 "sign_canada"
0xA3FF8392 "LEVEL_SEEN_SE"
0xA55F213A "classic_icon"
0xB22FE5A3 "kill_level_select_scripts"
0xE75FEC36 "GetHeadshotInfo"
0xFB0FAA3F "LEVEL_UNLOCKED_LA"
0x3220B669 "unset_progressive_mode_onload"
0x3240A435 "SCREEN_MODE_PROGRESSIVE"
0x6F81B010 "create_gamesettings_menu"
0x8DA1BB39 "set_progressive_mode_onload"
0x6F523D3E "SetProgressive"
0x7C620544 "progressive_timeout"
0xBBB2B4AE "theme_toggle_flag"
0xAB23D59A "screen_icon"
0xC0637EE6 "Theme_GetUnhighlightedTextColorNew"
0xDC633396 "Vibrate_Controller_Safe_Explicit"
0x1B259E06 "box_animate"
0x3CE5E62F "create_gamemovies_menu"
0x480505F6 "select_return_display_menu"
0xF93661E5 "no_progressive_scan"
0xF957FEEE "theme_menu_add_flag_item_confirm"
0x08C89C65 "progressive_done"
0x91888568 "control_icon"
0xC1787814 "confirm_no_progressive"
0x1F69D0B4 "from_movies"
0xBC7983EC "theme_toggle_flag_confirm"
0x3F2A3DC4 "Theme_GetHighlightedTextColorNew"
0x6B7ABC69 "onload_progressive_scan_check"
0x9B8B00CA "menu3d_zoom_options"
0xE96C6F9F "yes_progressive_scan"
0x28DFED16 "create_display_menu"
0x3C503465 "debug_cas_menu"
0x3FB02286 "main_menu_jump_to_cas"
0xB2708D8E "menu_your_options"
0x1651D3C1 "need_music_zone_refresh"
0x59414E19 "pro_focus_param"
0x7B12D984 "view_goals_menu_create"
0x1613592F "view_created_goals_menu_create"
0x5A63259E "do_localized_pause_title"
0xE013F6DA "pause_focus_tipbox"
0x7184D904 "internal_text_just"
0x72345635 "add_3d_bg"
0x9DA48F1A "additional_create_script"
0x4EA6C4A5 "menu_network_homie_list_view"
0x8B46B5F9 "skater_family"
0x83973B52 "family_pro"
0x6C88BE8B "ClearViewerObject"
0x7B092039 "menu_pager"
0x8749E003 "localized_pause_title"
0xC87A432F "pause_create_tipbox"
0xC46B6DEC "load_assets"
0xCA9B4707 "tip_text"
0xF28B0AC5 "menu_game_options"
0x7B3C377E "SwitchToParkEditorCamera"
0x85DCA225 "display_level_select"
0x9D4C4EB8 "view_buddy_messages"
0x1EBD9EFC "pager_window_create"
0x15FE2018 "focus_data"
0x35AED4C9 "game_active"
0x03CF4971 "pause_unfocus_tipbox"
0xCFFFC364 "menu_change_pro"
0x7C403B0C "stats_menu_bar_do_highlight"
0x90400765 "stats_menu_bar_highlight"
0xAB701AB6 "row_id2"
0xDB00348E "stats_menu_classic_focus"
0xDE103B3A "bg"
0x1C11C33A "bg_bar"
0x45E192F0 "roundbar_right"
0x5C31D3BC "helper_text_select_elements_no_change"
0x87817E22 "classic_stats_pad_choose"
0xD8F1808F "stats_menu_classic_unfocus"
0x0C02CB48 "classic_stats_block_anchor"
0xDFD245D6 "stats_menu_star_lowlight"
0x3C739E33 "stats_menu_get_skater_name_and_family"
0x0F548C08 "stats_menu_bar_lowlight"
0x22B5B429 "roundbar_left"
0xEBA52436 "star"
0x2296C7D5 "choose_script2"
0xBD269856 "display_string"
0xE886E051 "kill_stats_change_menu"
0x676700B6 "stats_change_menu_right"
0x98C7CE4C "choose_script1"
0xA9F7B4C1 "can_edit"
0xC6071459 "stat_menu_change_stat"
0x4128652D "classic_stats_vmenu"
0x43688F76 "gentle"
0x63882CD5 "change_stat_sub_anchor"
0x9758BF63 "build_stat_arrows"
0xAF68DB8F "TopDownHeap"
0xD5A87E9C "need_count"
0x34C9B5FA "alt_text"
0x35690509 "helper_text_change_elements"
0x241A47BC "stats_menu_build_change_menu"
0x4E0AABB2 "stat_count2"
0xAC3A2190 "alt_color"
0x05DB96B4 "helper_text_select_elements"
0x7A5B705A "available"
0xC25B0AE3 "stats_menu_star_highlight"
0x162DA462 "roundbar_highlight"
0x8B5D5D87 "classic_stats_menu"
0xA23D9E33 "StatMenu"
0xB76DE5CA "SetClassicStat"
0x71BE4BC3 "family_custom"
0x818E30F5 "helper_text_classic_elements"
0x8DEE8CD2 "stats_change_menu_left"
0xACEEBCC3 "font_color"
0xB91E29D0 "stat_roundbar_highlight"
0xE94EC6CC "get_stats_menu_goal_count"
0x18EF2446 "highlight_bar_id"
0x7CFFE120 "info_panel_alpha"
0xD94F9834 "choose_params"
0x61709CF3 "seperator"
0x7050DE72 "view_progress_menu_up_arrow"
0x1441A7A7 "progress_menu_unfocus"
0x44115437 "view_progress_menu_down_arrow"
0x4A423BC2 "left_col_text"
0x29A351AD "level_text"
0xEF131D8C "GetCompletionStatus"
0x10C6D7A7 "choose_script"
0x3A572B7D "show_name"
0x7D73686F "w_name"
0x8B97D191 "GetCompletionStatusText"
0x00180E05 "vs1"
0x4F28F1EB "progress_menu_add_item"
0x6998B4E9 "progress_menu_focus"
0x9C28E7FC "gaps_text"
0xC9485BAE "anchor_id1"
0xDB78F717 "id1"
0x1539D424 "checkbox_item"
0x2DAA7EB2 "game_progress_menu_exit"
0xA5EA7382 "progress_menu"
0x083B9CA2 "check_box"
0x390BB6F1 "progress_vmenu"
0xB4BBCEEB "completion_status"
0x517CF229 "checkmark_rgba"
0x6D0C97B4 "right_col_text"
0x55BF4729 "progress_anchor"
0x5EABC93A "gap_number"
0x5C0DBED8 "gap_score"
0xF03DD606 "gap_vmenu"
0xF85D2DE5 "FadeTempMusicVol"
0x317E1280 "gap_menu"
